vin_label,vsi_grad_last8,vsi_trend_persistence,vsi_accel,vsi_drive_mean_last60_delta,vsi_rest_median_last90_delta,crank_dur_last90_delta,min_vsi_crank_p05_last90_delta,recovery_slope_last90_delta,failed_crank_rate_last30,failed_crank_rate_last60,failed_crank_rate_delta90,vsi_vov_cv,vsi_rollstd4_last_ratio,vsi_weekly_entropy,dip_depth_skew,dip_depth_kurt,crank_dur_cv,vsi_std_ratio_60d,vsi_std_ratio_90d,vsi_withinwk_std_ratio_30d,crank_health_last90,vsi_rest_p05_trend,vsi_rest_p05_last90_delta,sma_duty_last90,sma_duty_ratio_90,below21_rate_ratio_90,vsi_drive_zage_last90,vsi_drive_zage_abs_last90,vsi_dominant_freq_fix24
VIN15_NF_SM,-0.0072414307367234,0.3333333333333333,-0.015015284220377604,0.04555992164997136,0.36198012450322636,-0.7796391752577323,0.5900001525878906,0.14464713322975942,0.016129032258064516,0.00909090909090909,-0.11253260464538566,0.8313950891883335,0.7060658822288342,0.763844485842578,0.6094236051660418,1.4075277380754576,0.5639799805394653,0.3592478267694186,0.3285271863988712,1.0026497049198762,1.3116220849261848,0.0,0.5925697874515627,1.8705882352941177,1.1999057986183799,0.22747864828344244,0.0048894100877461405,0.07903527888526907,0.041666666666666664
VIN16_NF_SM,0.0013059616088867188,0.1111111111111111,-0.006577809651692708,0.13202126820882043,-0.12441902653152326,-0.5771556550951846,-0.5340005874633782,0.2341649407690818,0.0,0.0,-0.02553191489361702,1.5604252261105327,0.3773320832279354,0.6155656834347227,0.29802175510967693,0.9011602926903506,0.6655424919943986,0.1446588367824729,0.1653625122719751,0.6583004406209454,1.3809123357137043,0.0,0.10949521669199669,0.2247191011235955,0.4402031706941665,0.021808447381158533,0.6765920793694087,0.6765920793694087,0.125
VIN17_NF_SM,-0.00839058558146159,0.1111111111111111,-0.0021870930989583335,0.1250050189131393,0.25207725204787934,-0.0406120638675338,-0.7325005531311035,0.06890642911066625,0.0,0.0,0.006416321703134239,1.3411512541084731,0.19894479243906024,0.4685959100510538,0.44214773818590886,1.151045955543439,0.11535068850448893,0.11395882384549441,0.1665555105588777,0.6812826900949707,1.2000541651100334,0.005250024795532227,0.19247552031403714,1.735632183908046,1.3031467872621065,0.8543020167189939,0.48993187909189795,0.48993187909189795,0.08333333333333333
VIN18_NF_SM,-0.0005745887756347656,0.3333333333333333,0.011508941650390625,-0.005992918838689576,0.0005160179215408789,-0.28727654049735296,-1.3799995422363267,0.28995931072737835,0.0,0.0,-0.034055727554179564,2.853714641225524,0.17120540634783823,0.25507743540135924,0.34056332551041296,1.0490598265937656,0.35261140828626514,0.05172322591585434,0.051501887322556374,0.7523999420075317,1.685266225055982,0.0,-0.07016182718006547,0.918918918918919,1.1996435996435997,0.32900952169201075,1.123147617224635,1.123147617224635,0.041666666666666664
VIN19_NF_SM,0.001010258992513021,0.1111111111111111,-0.000614166259765625,0.015274577024506186,0.18360812227490797,0.18468710776403086,-0.35399932861328054,0.27518231127506665,0.07692307692307693,0.05,0.036937421552806174,1.257185094366928,0.13075066456401108,0.5934253840013312,0.4249365116459126,0.47141735721097167,0.19157677784454125,0.1554567852058965,0.22621210328490768,1.0240087987857318,1.3235670474141537,0.0030303001403808594,-0.11133293366767916,0.39080459770114945,1.1184455391351944,1.0791785100955318,0.6916622453872134,0.6916622453872134,0.041666666666666664
VIN1_F_SM,0.0046291351318359375,0.25,-0.0051797231038411455,0.020647207895915898,-0.19237485868839954,1.7345217391304342,0.689998817443847,-0.21709395297040646,,0.375,0.2678260869565217,0.8103416281148954,3.100613849025695,0.6249897432701027,0.7166498766018424,1.535763304810545,0.3890394709185965,1.6953641039362424,1.2978447836956366,1.0403222637595297,0.6447439387224723,0.009499931335449218,-0.2957769768678524,1.735632183908046,0.8809427219163528,2.928770451210074,0.2919845918382094,0.2919845918382094,0.20833333333333331
VIN1_NF_SM,-0.0003255208333333333,0.1111111111111111,-0.004740397135416667,0.13093292864063244,0.09965764961202339,-0.044897959183673564,0.917999267578125,0.2554054199913869,0.0,0.0,-0.00816326530612245,1.5258172205075073,0.17238850784692591,0.8955195560326026,0.6029357242236677,0.9266084614450532,0.11710100756794586,0.02538128191753208,0.06360710389956917,0.7082447123218047,1.5506483191031,0.0,0.34907262016272256,0.4942528735632184,1.0560536398467433,1.1053816986605154,0.9699697978476033,0.9699697978476033,0.041666666666666664
VIN20_NF_SM,0.013480822245279947,0.3333333333333333,0.0072523752848307295,-0.14173318999154105,-0.26652246120172407,-0.2168674698795181,4.649999427795411,-0.23014334593261176,0.0,0.03571428571428571,-0.09160849473994691,2.3563682155809125,1.0474605660563767,0.32597004470527624,1.3233127561456546,3.071285668259307,0.24510299740244787,0.3616217248998621,0.33812394806118795,1.0276950075885607,0.9313392492581386,0.0,0.48340535129475626,0.32941176470588235,0.12223578227971686,0.07217335864796472,-1.2151379949807257,1.2151379949807257,0.125
VIN2_F_SM,0.005017121632893881,0.1111111111111111,-0.018587748209635418,0.02235946935766009,-0.8682051071753882,0.023835319609966987,-6.0119992256164565,0.49127239121331123,0.37209302325581395,0.3018867924528302,0.07150595882990249,0.8728030724180694,0.5289275723042645,0.6298106787516061,0.627504510254296,0.289419678536488,0.29601086509349095,0.3220069103889049,,1.1540200363109419,1.184782697050325,-0.10000038146972656,-1.6566667312230834,0.9186046511627907,1.0117064739157762,1.4491306730141487,-2.2508640081285685,2.2508640081285685,0.041666666666666664
VIN2_NF_SM,-0.0063507080078125,0.1111111111111111,-0.009446461995442709,0.0654234987624136,-0.5973209367765406,0.09808532079274457,0.11000041961669993,0.26838106831960507,0.0,0.2647058823529412,0.1032079274437353,0.6734455599843754,0.5555137272706064,0.8894349949745955,0.4986766202343535,0.3696304932108756,0.24502596347921354,0.7873560834507599,0.7803078582173193,1.2964185435446638,1.3938964471698052,-0.0037500177110944477,-0.37902111440271824,0.6206896551724138,1.3869482197012244,0.5766655766871028,0.7308888102325694,0.7308888102325694,0.041666666666666664
VIN3_F_SM,-0.0505986213684082,0.3333333333333333,-0.052144368489583336,0.48369230542864017,-0.6370511299524537,0.125,-0.2025001049041748,0.19615070102524435,0.0,0.0,0.020833333333333332,0.6899273302995024,2.013828628290851,0.8731829863314645,0.10758446577344967,-0.3623705295489499,0.08799214059091774,0.9118570226353464,0.8865769164294288,1.3675314002748873,1.695175466451932,-0.10906813361428,-1.2507048203394966,1.1162790697674418,1.0407413883546075,1.586376109411361,3.262954155524726,3.262954155524726,0.041666666666666664
VIN3_NF_SM,-0.0007808685302734375,0.1111111111111111,-0.016961415608723957,0.05242117591526352,-0.2615383968406313,-0.048250599974737796,-1.649999904632569,0.04987266204508933,0.0,0.0,0.0010104837691044567,0.7844585323416339,0.5415520278255064,0.7890418080445002,0.15791866405888894,0.038834076112457705,0.14212512506356412,0.29628877702890605,0.41019600775625176,0.9025238439840896,1.214817522305186,0.0,0.03781256087959761,0.45977011494252873,1.2254641909814323,0.06098613502279701,-0.16033610880242824,0.20981995490397498,0.041666666666666664
VIN4_F_SM,0.0018893877665201821,0.1111111111111111,0.016069412231445312,-0.050147226878575424,0.037607144086788225,0.27210884353741527,1.2700006484985344,-0.17792917127782248,0.0,0.0,0.03050704818009678,0.539441331740208,0.9670787797147491,0.7780698198160164,0.18573137304378035,-0.04122153606000811,0.3815697090592425,0.36540035262406656,,1.0980053557371023,0.9488871649693094,0.0,-0.11640990493643955,1.711111111111111,1.001464254952627,1.019531209640827,0.6842978333911461,0.6842978333911461,
VIN4_NF_SM,-0.001073455810546875,0.1111111111111111,-0.0026226043701171875,0.023533248901365766,-0.12267172410929206,0.07587931086625588,0.4099998474121094,0.3174662700607911,0.1016949152542373,0.06912442396313365,-0.03091323326310272,0.9554442975978507,0.3034653969465924,0.8474477944215579,0.3348110553119824,0.264083986734422,0.5887920849859786,0.26749545327089735,0.23477625076273204,0.8512118186910954,1.5056587815243405,0.0,0.0935240168581366,3.359550561797753,1.5981006319086555,1.0774860629166756,-0.26134091288170624,0.26603912564837073,0.041666666666666664
VIN5_F_SM,0.06401615142822266,1.0,0.0617211659749349,0.22485764821370324,0.6082900867127528,,,,,,,0.7334410581591368,2.6083956979688177,0.6528821611202914,-0.33237515328387224,2.862256532579515,1.0768508814387538,1.1277906377667866,1.2155394812309719,3.0663120962849093,,0.0,0.7854385041353993,0.3953488372093023,0.638415159345392,0.053081753004719304,-1.8834351385983632,1.8834351385983632,0.041666666666666664
VIN5_NF_SM,0.008050060272216797,0.3333333333333333,0.008648554484049479,0.04454460488744516,-0.5572697321573905,-0.46349854227405274,-2.489000368118287,0.22643212271907398,0.0,0.05128205128205128,-0.07910592808551993,1.5127926390375537,0.30705594996012103,0.48221375170442327,0.43691352753955626,1.2986921990091318,0.7946475816112094,0.3205511989338275,0.29097376519164686,1.0891975645070457,1.167103516043049,0.0,-0.7761443754886308,0.9418604651162791,0.6057608800540384,0.28402803779309455,0.5977203801722398,0.5977203801722398,0.041666666666666664
VIN6_F_SM,0.10493825276692709,0.3333333333333333,0.10725021362304688,0.6556101036071773,-2.2087007701906387,-0.4744525547445253,-2.9319992542266835,0.5021936224303463,0.2,0.0851063829787234,0.05609624222762909,0.9249986806549679,1.9242257643423377,0.7583712668031515,0.31782884872013367,0.5980049073402642,0.7062683484826395,0.8313042571732657,0.7436767772923081,2.66129984934477,1.6575682769115923,-0.06696972702488754,-3.567162270831247,0.627906976744186,1.195438282647585,3.7794393476517323,4.108613887707938,4.108613887707938,0.041666666666666664
VIN6_NF_SM,0.00020771026611328126,0.1111111111111111,-0.1448796590169271,0.1346161714414258,-0.15953588914442207,-1.6533333333333333,-0.23800039291381836,0.446539649516162,0.0625,0.029850746268656716,-0.12127450980392157,2.1834105551818745,0.06253658277727281,0.38172104606064144,0.5947316100564026,0.6282224188721259,0.8166129105926007,0.030593260013412706,0.136157617673145,0.7671754092895308,1.4544442476978763,-0.00866665310329861,-0.8849750370174263,1.0476190476190477,0.7106309792540041,1.814380953036491,0.9579738295544917,0.9579738295544917,0.08333333333333333
VIN7_F_SM,0.005981063842773438,1.0,0.034557342529296875,0.16713477860034232,-0.1278487604398002,-0.16605273818383903,0.5790002822875984,0.13976530495194273,0.0,0.046052631578947366,-0.03340650230340943,1.030418041502698,0.615407293859014,0.570131551645447,0.6401118623647214,1.088038616217447,0.49554127788835733,0.4447713964525282,1.2623479631864292,2.4707019860480273,1.2805395626916871,-0.005125100050515276,-0.6656611286676863,2.3707865168539324,1.393221946592733,0.8088944358631976,-0.7176111548453001,0.7457538748561496,0.041666666666666664
VIN7_NF_SM,0.004664103190104167,0.3333333333333333,0.013044357299804688,0.026763717333476933,0.040794822497247196,-0.0033550792171483934,-1.086000823974608,0.09417614214736592,0.0,0.0,-0.0036036036036036037,1.7237187583364872,0.7327016307695494,0.3969103286752941,0.9683278155235769,4.733424681706643,0.16466480830882374,0.5858723776363917,0.48210945362380864,0.7908986330177425,1.3273333100066786,0.0,0.21125663040030673,0.3103448275862069,0.3609611997954894,0.20037650445256738,-2.0532143678069734,2.0532143678069734,0.125
VIN8_F_SM,-8.598963419596356e-05,0.5555555555555556,0.020345052083333332,-0.019353495703803958,-0.29020967905893613,-0.05330330330330302,-0.7999992370605469,0.18375903633647073,0.008695652173913044,0.004149377593360996,-0.0825455436461129,0.7649169944627591,1.5329776470463332,0.6541411842667731,0.6174705985576998,1.2147725116137043,0.15090397064922467,0.5933179415609572,0.507995206570327,1.1439687516787511,1.3982711190766572,0.0,-0.14079261103988117,3.8735632183908044,1.0654738122122818,1.3360558287413253,-1.2123194814181755,1.2123194814181755,0.041666666666666664
VIN8_NF_SM,-0.0026526451110839844,0.3333333333333333,-0.020907084147135418,0.08903040424469921,-0.05075153031015134,2.3145778170050013,-2.6075005531311035,-0.11771526923736797,0.0,0.36,0.22857212905756596,0.6280929693748057,0.6813509750459814,0.8994950670600765,0.5484152408277846,0.7846052429756396,0.77389000897552,0.27464452809412676,0.2951731398887724,1.0796137847489877,0.8880506230884874,-0.00506328631050979,0.35152121917276347,1.9885057471264367,2.163594303477192,0.2619936617552701,-0.28121005638022223,0.29789368845327496,0.041666666666666664
VIN9_F_SM,-0.004007666451590402,0.3333333333333333,0.002024968465169271,-0.06831655357823152,0.07944519071831735,0.051418439716312214,2.2700010299682596,-0.0918078033208376,0.030303030303030304,0.037037037037037035,-0.04212204007285975,0.7886130996455872,0.8754356666208406,0.9097638212079627,0.25073456335341454,0.16742893564539285,0.208338484281849,0.31350606014851473,0.46212637480066254,1.1127171649082226,1.0635571998654656,0.005263177972090871,0.5508195172342347,1.3820224719101124,0.9821180970595266,1.0403165765845104,-0.38808218881912926,0.4059826142173534,0.041666666666666664
VIN9_NF_SM,0.0025494575500488283,0.5555555555555556,-0.0053386688232421875,0.03449439472622373,-0.06098860430430264,-0.3125,0.4945005416870103,-0.022514930225554064,,0.0,-0.044642857142857144,1.0298817391244384,0.5245291621098629,0.6667219173700843,0.30499210297207124,-0.10862193702476963,0.2741442139881609,0.37311420736388357,0.3075256546908023,0.9987093558620924,1.2037812173366547,0.0,0.19089348919420246,0.18072289156626506,0.8491318214032602,0.302575871669398,-4.343720609236988,4.343720609236988,0.041666666666666664
