vin,priority,trigger,tier,prob,evidence_summary,window_statement,watchlist_badge,sma_dead_badge,silence_trigger_active,timestamp
VIN10_F_SM,P0,H2_dwell_fired,RED,0.9964,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN10_F_SM,P0_OPS,silence_overlay,RED,0.9964,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN10_NF_SM,P2,AMBER_tier,AMBER,0.3579,,,False,True,True,2026-06-12T19:44:14.079833+00:00
VIN10_NF_SM,P0_OPS,silence_overlay,AMBER,0.3579,silence_overlay,,False,True,True,2026-06-12T19:44:14.079833+00:00
VIN11_F_SM,P0,H2_dwell_fired,RED,0.9736,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN11_F_SM,P0_OPS,silence_overlay,RED,0.9736,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN12_F_SM,P0,H2_dwell_fired,RED,0.9579,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN12_F_SM,P0_OPS,silence_overlay,RED,0.9579,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN13_F_SM,P0,H2_dwell_fired,RED,0.6692,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN13_F_SM,P0_OPS,silence_overlay,RED,0.6692,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN14_F_SM,P0,H2_dwell_fired,RED,0.9958,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN14_F_SM,P0_OPS,silence_overlay,RED,0.9958,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN20_NF_SM,P1,RED_tier_no_channel_yet,RED,0.5934,,,False,True,True,2026-06-12T19:44:14.079833+00:00
VIN20_NF_SM,P0_OPS,silence_overlay,RED,0.5934,silence_overlay,,False,True,True,2026-06-12T19:44:14.079833+00:00
VIN2_F_SM,P1,RED_tier_no_channel_yet,RED,0.9138,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN2_F_SM,P0_OPS,silence_overlay,RED,0.9138,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN2_NF_SM,P0,H2_dwell_fired,AMBER,0.4485,,,True,False,False,2026-06-12T19:44:14.079833+00:00
VIN3_F_SM,P0,H2_dwell_fired,GREEN,0.3127,,,False,False,False,2026-06-12T19:44:14.079833+00:00
VIN4_F_SM,P2,AMBER_tier,AMBER,0.3523,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN4_F_SM,P0_OPS,silence_overlay,AMBER,0.3523,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN5_F_SM,P0,H2_dwell_fired,RED,0.9936,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN5_F_SM,P0_OPS,silence_overlay,RED,0.9936,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN5_NF_SM,P0,H2_dwell_fired,RED,0.8856,,,True,False,False,2026-06-12T19:44:14.079833+00:00
VIN6_F_SM,P0,H2_dwell_fired,RED,0.9999,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN6_F_SM,P0_OPS,silence_overlay,RED,0.9999,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN6_NF_SM,P0,H2_dwell_fired,GREEN,0.0752,,,False,False,False,2026-06-12T19:44:14.079833+00:00
VIN7_F_SM,P0,H2_dwell_fired,RED,0.9106,,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN7_F_SM,P0_OPS,silence_overlay,RED,0.9106,silence_overlay,,False,False,True,2026-06-12T19:44:14.079833+00:00
VIN8_F_SM,P0,H2_dwell_fired,RED,0.6967,,,False,True,True,2026-06-12T19:44:14.079833+00:00
VIN8_F_SM,P0_OPS,silence_overlay,RED,0.6967,silence_overlay,,False,True,True,2026-06-12T19:44:14.079833+00:00
