vin,priority,trigger,tier,prob,evidence_summary,window_statement,watchlist_badge,sma_dead_badge,silence_trigger_active,timestamp
VIN10_F_SM,P2,AMBER_tier,AMBER,0.3595,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN10_F_SM,P0_OPS,silence_overlay,AMBER,0.3595,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN11_F_SM,P2,AMBER_tier,AMBER,0.3850,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN11_F_SM,P0_OPS,silence_overlay,AMBER,0.3850,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN12_F_SM,P1,RED_tier_no_channel_yet,RED,0.8715,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN12_F_SM,P0_OPS,silence_overlay,RED,0.8715,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN13_F_SM,P0,A2_battery_cascade_fired,AMBER,0.5008,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN13_F_SM,P0_OPS,silence_overlay,AMBER,0.5008,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN14_F_SM,P0,A2_battery_cascade_fired,RED,0.9964,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN14_F_SM,P0_OPS,silence_overlay,RED,0.9964,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN16_NF_SM,P1,RED_tier_no_channel_yet,RED,0.6841,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN19_NF_SM,P2,AMBER_tier,AMBER,0.4535,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN1_F_SM,P2,AMBER_tier,AMBER,0.4418,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN1_NF_SM,P2,AMBER_tier,AMBER,0.4309,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN2_NF_SM,P1,RED_tier_no_channel_yet,RED,0.6484,,,True,False,False,2026-06-12T19:44:13.938021+00:00
VIN3_F_SM,P0,A2_battery_cascade_fired,GREEN,0.1067,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN3_NF_SM,P1,RED_tier_no_channel_yet,RED,0.5544,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN5_F_SM,P1,RED_tier_no_channel_yet,RED,1.0000,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN5_F_SM,P0_OPS,silence_overlay,RED,1.0000,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN6_F_SM,P0,A2_battery_cascade_fired,RED,0.9677,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN6_F_SM,P0_OPS,silence_overlay,RED,0.9677,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN6_NF_SM,P1,RED_tier_no_channel_yet,RED,1.0000,,,False,False,False,2026-06-12T19:44:13.938021+00:00
VIN7_F_SM,P2,AMBER_tier,AMBER,0.4836,,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN7_F_SM,P0_OPS,silence_overlay,AMBER,0.4836,silence_overlay,,False,False,True,2026-06-12T19:44:13.938021+00:00
VIN8_F_SM,P2,AMBER_tier,AMBER,0.3506,,,False,True,True,2026-06-12T19:44:13.938021+00:00
VIN8_F_SM,P0_OPS,silence_overlay,AMBER,0.3506,silence_overlay,,False,True,True,2026-06-12T19:44:13.938021+00:00
VIN9_NF_SM,P2,AMBER_tier,AMBER,0.3605,,,False,False,False,2026-06-12T19:44:13.938021+00:00
