vin,priority,trigger,tier,prob,evidence_summary,window_statement,watchlist_badge,sma_dead_badge,silence_trigger_active,timestamp
VIN10_F_SM,P0,H2_dwell_fired,RED,0.9999,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN10_F_SM,P0_OPS,silence_overlay,RED,0.9999,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN11_F_SM,P0,H2_dwell_fired,AMBER,0.4874,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN11_F_SM,P0_OPS,silence_overlay,AMBER,0.4874,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN12_F_SM,P0,H2_dwell_fired,RED,0.9351,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN12_F_SM,P0_OPS,silence_overlay,RED,0.9351,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN13_F_SM,P0,H2_dwell_fired,RED,0.6620,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN13_F_SM,P0_OPS,silence_overlay,RED,0.6620,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN14_F_SM,P0,H2_dwell_fired,RED,0.9934,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN14_F_SM,P0_OPS,silence_overlay,RED,0.9934,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN20_NF_SM,P2,AMBER_tier,AMBER,0.4449,,,False,True,True,2026-06-12T19:44:14.071123+00:00
VIN20_NF_SM,P0_OPS,silence_overlay,AMBER,0.4449,silence_overlay,,False,True,True,2026-06-12T19:44:14.071123+00:00
VIN2_F_SM,P2,AMBER_tier,AMBER,0.4923,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN2_F_SM,P0_OPS,silence_overlay,AMBER,0.4923,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN2_NF_SM,P0,H2_dwell_fired,GREEN,0.2798,,,True,False,False,2026-06-12T19:44:14.071123+00:00
VIN3_F_SM,P0,H2_dwell_fired,RED,0.8827,,,False,False,False,2026-06-12T19:44:14.071123+00:00
VIN5_F_SM,P0,H2_dwell_fired,RED,0.9944,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN5_F_SM,P0_OPS,silence_overlay,RED,0.9944,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN5_NF_SM,P0,H2_dwell_fired,RED,0.9123,,,True,False,False,2026-06-12T19:44:14.071123+00:00
VIN6_F_SM,P0,H2_dwell_fired,RED,1.0000,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN6_F_SM,P0_OPS,silence_overlay,RED,1.0000,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN6_NF_SM,P0,H2_dwell_fired,GREEN,0.1777,,,False,False,False,2026-06-12T19:44:14.071123+00:00
VIN7_F_SM,P0,H2_dwell_fired,RED,0.8219,,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN7_F_SM,P0_OPS,silence_overlay,RED,0.8219,silence_overlay,,False,False,True,2026-06-12T19:44:14.071123+00:00
VIN8_F_SM,P0,H2_dwell_fired,GREEN,0.3064,,,False,True,True,2026-06-12T19:44:14.071123+00:00
