vin_label,failed,week,fleet_rank_pct,metric
VIN11_F_SM,true,2024-04-22T00:00:00.000000,0.13157894736842105,vsi_drive_std
VIN11_NF_SM,false,2024-04-22T00:00:00.000000,0.868421052631579,vsi_drive_std
VIN12_NF_SM,false,2024-04-22T00:00:00.000000,0.7105263157894737,vsi_drive_std
VIN13_NF_SM,false,2024-04-22T00:00:00.000000,0.9736842105263158,vsi_drive_std
VIN14_NF_SM,false,2024-04-22T00:00:00.000000,0.39473684210526316,vsi_drive_std
VIN15_NF_SM,false,2024-04-22T00:00:00.000000,0.7631578947368421,vsi_drive_std
VIN18_NF_SM,false,2024-04-22T00:00:00.000000,0.18421052631578946,vsi_drive_std
VIN20_NF_SM,false,2024-04-22T00:00:00.000000,0.5526315789473685,vsi_drive_std
VIN2_NF_SM,false,2024-04-22T00:00:00.000000,0.34210526315789475,vsi_drive_std
VIN3_NF_SM,false,2024-04-22T00:00:00.000000,0.5,vsi_drive_std
VIN4_NF_SM,false,2024-04-22T00:00:00.000000,0.02631578947368421,vsi_drive_std
VIN5_NF_SM,false,2024-04-22T00:00:00.000000,0.2894736842105263,vsi_drive_std
VIN6_NF_SM,false,2024-04-22T00:00:00.000000,0.8157894736842105,vsi_drive_std
VIN7_NF_SM,false,2024-04-22T00:00:00.000000,0.23684210526315788,vsi_drive_std
VIN8_F_SM,true,2024-04-22T00:00:00.000000,0.6578947368421053,vsi_drive_std
VIN8_NF_SM,false,2024-04-22T00:00:00.000000,0.07894736842105263,vsi_drive_std
VIN9_F_SM,true,2024-04-22T00:00:00.000000,0.9210526315789473,vsi_drive_std
VIN9_NF_SM,false,2024-04-22T00:00:00.000000,0.4473684210526316,vsi_drive_std
VIN10_NF_SM,false,2024-04-29T00:00:00.000000,0.6904761904761905,vsi_drive_std
VIN11_F_SM,true,2024-04-29T00:00:00.000000,0.16666666666666666,vsi_drive_std
VIN11_NF_SM,false,2024-04-29T00:00:00.000000,0.8333333333333334,vsi_drive_std
VIN12_NF_SM,false,2024-04-29T00:00:00.000000,0.7857142857142857,vsi_drive_std
VIN13_NF_SM,false,2024-04-29T00:00:00.000000,0.9285714285714286,vsi_drive_std
VIN14_NF_SM,false,2024-04-29T00:00:00.000000,0.5,vsi_drive_std
VIN15_NF_SM,false,2024-04-29T00:00:00.000000,0.21428571428571427,vsi_drive_std
VIN18_NF_SM,false,2024-04-29T00:00:00.000000,0.9761904761904762,vsi_drive_std
VIN19_NF_SM,false,2024-04-29T00:00:00.000000,0.8809523809523809,vsi_drive_std
VIN20_NF_SM,false,2024-04-29T00:00:00.000000,0.5952380952380952,vsi_drive_std
VIN2_NF_SM,false,2024-04-29T00:00:00.000000,0.2619047619047619,vsi_drive_std
VIN3_NF_SM,false,2024-04-29T00:00:00.000000,0.07142857142857142,vsi_drive_std
VIN5_F_SM,true,2024-04-29T00:00:00.000000,0.11904761904761904,vsi_drive_std
VIN5_NF_SM,false,2024-04-29T00:00:00.000000,0.30952380952380953,vsi_drive_std
VIN6_NF_SM,false,2024-04-29T00:00:00.000000,0.023809523809523808,vsi_drive_std
VIN7_F_SM,true,2024-04-29T00:00:00.000000,0.40476190476190477,vsi_drive_std
VIN7_NF_SM,false,2024-04-29T00:00:00.000000,0.5476190476190477,vsi_drive_std
VIN8_F_SM,true,2024-04-29T00:00:00.000000,0.6428571428571429,vsi_drive_std
VIN8_NF_SM,false,2024-04-29T00:00:00.000000,0.4523809523809524,vsi_drive_std
VIN9_F_SM,true,2024-04-29T00:00:00.000000,0.7380952380952381,vsi_drive_std
VIN9_NF_SM,false,2024-04-29T00:00:00.000000,0.35714285714285715,vsi_drive_std
VIN10_NF_SM,false,2024-05-06T00:00:00.000000,0.6052631578947368,vsi_drive_std
VIN11_F_SM,true,2024-05-06T00:00:00.000000,0.13157894736842105,vsi_drive_std
VIN11_NF_SM,false,2024-05-06T00:00:00.000000,0.9210526315789473,vsi_drive_std
VIN12_NF_SM,false,2024-05-06T00:00:00.000000,0.7631578947368421,vsi_drive_std
VIN13_NF_SM,false,2024-05-06T00:00:00.000000,0.9736842105263158,vsi_drive_std
VIN14_NF_SM,false,2024-05-06T00:00:00.000000,0.5,vsi_drive_std
VIN15_NF_SM,false,2024-05-06T00:00:00.000000,0.18421052631578946,vsi_drive_std
VIN18_NF_SM,false,2024-05-06T00:00:00.000000,0.7105263157894737,vsi_drive_std
VIN19_NF_SM,false,2024-05-06T00:00:00.000000,0.02631578947368421,vsi_drive_std
VIN20_NF_SM,false,2024-05-06T00:00:00.000000,0.868421052631579,vsi_drive_std
VIN2_NF_SM,false,2024-05-06T00:00:00.000000,0.23684210526315788,vsi_drive_std
VIN5_F_SM,true,2024-05-06T00:00:00.000000,0.5526315789473685,vsi_drive_std
VIN5_NF_SM,false,2024-05-06T00:00:00.000000,0.2894736842105263,vsi_drive_std
VIN6_NF_SM,false,2024-05-06T00:00:00.000000,0.07894736842105263,vsi_drive_std
