vin_label,failed,d_vsi_rest_median,z_vsi_rest_median,d_vsi_rest_p05,z_vsi_rest_p05,d_vsi_drive_mean,z_vsi_drive_mean,d_vsi_drive_std,z_vsi_drive_std,d_vsi_drive_p95,z_vsi_drive_p95,d_rpm_mean,z_rpm_mean,d_csp_mean,z_csp_mean,d_anr_pos_mean,z_anr_pos_mean,d_sma1_per_aday,z_sma1_per_aday,d_rows_per_aday,z_rows_per_aday
VIN11_F_SM,true,0.0,0.0,-0.09499931335449219,-0.13391429765243487,-0.08744430541992188,-2.01426788877208,0.15121427923440933,4.650627717650337,0.0,0.0,91.3392333984375,1.3581951230967624,3.1369056701660156,0.524238268591619,53.164215087890625,0.5310878943400057,0.07142857142857145,0.16844397788753365,-864.5714285714284,-0.4024036349637521
VIN13_F_SM,true,0.10000038146972656,0.07040992606850326,-0.5949993133544922,-0.3104851993737565,0.6896953582763672,2.3444144190232965,1.0114115476608276,2.2401685921700962,2.8999977111816406,2.3898564619059814,-21.919677734375,-0.12680002432677032,2.012277603149414,0.2049476671123657,8.842620849609375,0.06467287917350491,0.0714285714285714,0.20660394565323192,1670.928571428572,0.9476422264834642
VIN4_NF_SM,false,0.0,0.0,0.0,0.0,0.017347335815429688,0.4350404174169755,0.006077088415622711,0.05601395285849004,0.0,0.0,-45.00213623046875,-0.26725960627041423,-3.0419464111328125,-0.38133200536519213,-39.61468505859375,-0.32895847706802145,1.857142857142857,1.06407721860473,-729.0714285714294,-0.2806999030592181
VIN13_NF_SM,false,-1.0,-0.7381319224549537,-1.0,-0.4051992355679247,-0.043292999267578125,-0.3371505552345623,0.05878672003746033,0.44287866473279835,0.0,0.0,-9.67083740234375,-0.24351229917923506,0.8298912048339844,0.19891668396302753,21.221893310546875,0.43302226029663066,0.35714285714285715,0.24179873276994127,153.35714285714312,0.07051367778340756
VIN15_NF_SM,false,0.39999961853027344,0.8571153790399038,0.6000003814697266,0.532700675818271,0.03890419006347656,0.7679019086913225,0.007020004093647003,0.3711229552638042,0.0,0.0,-95.24566650390625,-0.5327323826341065,-5.759822845458984,-0.7022496804500546,-61.3917236328125,-0.4524471293657773,0.34285714285714297,0.22640509065013542,742.1428571428569,0.35620914829799827
VIN19_NF_SM,false,0.2950000762939453,0.4999770179154189,0.39999961853027344,0.34337132094663914,0.027591705322265625,0.5305631069630304,0.0009310320019721985,0.02803818107345929,0.0,0.0,11.58642578125,0.0867881785898384,3.2457962036132812,0.3703364695021672,42.87139892578125,0.33642817268930597,0.0714285714285714,0.21486739166068905,-1260.7142857142862,-0.4460586439033171
VIN4_F_SM,true,0.0,0.0,0.01000213623046875,0.07463355194184197,-0.04804801940917969,-1.318325697319477,0.015061572194099426,1.599817980373536,0.0,0.0,-14.864013671875,-0.12931684277908126,-1.1361122131347656,-0.2900633224570747,-8.779998779296875,-0.1495268281439091,-0.14285714285714302,-0.20181608855759636,345.28571428571377,0.10410812635747606
VIN9_NF_SM,false,0.0,0.0,0.0,0.0,0.03933143615722656,0.9750366217588751,-0.0011073946952819824,-0.09741457189458978,0.1999988555908203,2.668332938037886,11.97857666015625,0.18738086224584544,4.946239471435547,0.9112712385477418,-4.643310546875,-0.03866926610179528,0.0,0.0,-483.57142857142844,-0.23055615738179494
VIN1_F_SM,true,-0.1999988555908203,-0.6697846809557967,-0.18999862670898438,-0.7653519471090128,0.013429641723632812,0.6228607149040101,-0.010459795594215393,-0.5839990240961112,0.0,0.0,-110.85577392578125,-1.006924242749739,-21.335675954818726,-3.0245350902037553,-260.1754455566406,-2.5741748524075625,-1.7857142857142858,-1.2783865278233857,-4816.5,-2.2754734838845314
VIN16_NF_SM,false,0.0,0.0,0.0,0.0,0.14593887329101562,1.4214478451886474,-0.006466202437877655,-0.025334810585962604,0.0,0.0,68.7568359375,0.38749180157432134,-0.36910438537597656,-0.05491169641238211,-15.68109130859375,-0.1595968071507003,-0.3571428571428571,-0.17837785305793857,-1480.4880952380954,-0.3454122968503401
VIN12_NF_SM,false,-0.20000076293945312,-0.2939718895933813,0.20000076293945312,0.1944243318737942,0.052478790283203125,1.219103004624263,0.005164489150047302,0.05507254805498245,0.0,0.0,42.33013916015625,0.463547424061189,4.072404861450195,0.6073997285194924,9.91064453125,0.09646988490894272,0.0,0.0,407.2857142857147,0.23894235881669199
VIN8_NF_SM,false,-0.18999862670898438,-0.21195150163077056,0.0,0.0,0.09961318969726562,2.15402595331175,0.01858493685722351,0.63260268931743,0.20000076293945312,2.216211963259803,-34.9644775390625,-0.3542299386127502,-2.8281097412109375,-0.40777247317721493,38.766021728515625,0.46120418447078165,0.1428571428571429,0.20202873391482598,-332.78571428571377,-0.18037503889098894
VIN7_F_SM,true,0.0,0.0,-0.4050006866455078,-0.37511775593947044,0.15036773681640625,2.572709680548669,0.2446158602833748,3.386062310266286,0.6000003814697266,7.68347080391908,-25.0145263671875,-0.17453138431053827,0.5993633270263672,0.11103120863512074,1.47613525390625,0.01586308098288135,1.785714285714286,1.1690571601784927,1486.2142857142853,0.549084214096979
VIN17_NF_SM,false,0.20000076293945312,0.3601294400850198,0.1999988555908203,0.20754831120321118,0.03687858581542969,0.19810736258687128,-0.005774155259132385,-0.04152797555071076,0.0,0.0,-29.60906982421875,-0.3238951679703556,6.003459930419922,0.8940585947816222,36.316192626953125,0.6119246762415871,0.3571428571428572,0.48659235489880803,405.57142857142935,0.18632878027913208
