vin_label,month,rows,vsi_nulls,sma_nulls,eng_on_rows,vsi_nulls_engon,sma_nulls_engon,vsi_nulls_engoff,sma_nulls_engoff,vsi_needs_rescale,ged_nulls
VIN14_NF_SM,2025-07-01T00:00:00.000000,184947,3280,3279,177996,0,0,3280,3279,0,3280
VIN14_NF_SM,2025-08-01T00:00:00.000000,185263,4239,4190,174123,1,0,4238,4190,0,4194
VIN14_NF_SM,2025-09-01T00:00:00.000000,174044,2821,2776,167213,0,0,2821,2776,0,2776
VIN14_NF_SM,2025-10-01T00:00:00.000000,147820,2894,2894,142887,0,0,2894,2894,0,2895
VIN14_NF_SM,2025-11-01T00:00:00.000000,126562,2727,2727,111259,0,0,2727,2727,0,2727
VIN14_NF_SM,2025-12-01T00:00:00.000000,119157,4266,5261,105225,0,0,4266,5261,0,5262
VIN14_NF_SM,2026-01-01T00:00:00.000000,125219,2825,2825,120676,0,0,2825,2825,0,2825
VIN14_NF_SM,2026-02-01T00:00:00.000000,105352,1473,1471,102308,0,0,1473,1471,0,1471
VIN15_NF_SM,,3230,1238,1238,1356,0,0,1238,1238,0,1238
VIN15_NF_SM,2024-01-01T00:00:00.000000,26966,1390,1365,10201,0,0,1390,1365,0,1365
VIN15_NF_SM,2024-02-01T00:00:00.000000,39450,791,791,37854,0,0,791,791,0,791
VIN15_NF_SM,2024-03-01T00:00:00.000000,7228,2194,2194,2277,0,0,2194,2194,0,2194
VIN15_NF_SM,2024-04-01T00:00:00.000000,37949,2897,2897,26472,0,0,2897,2897,0,2897
VIN15_NF_SM,2024-05-01T00:00:00.000000,211016,3157,3157,193556,0,0,3157,3157,0,3157
VIN15_NF_SM,2024-06-01T00:00:00.000000,164756,3080,3080,142509,0,0,3080,3080,0,3080
VIN15_NF_SM,2024-07-01T00:00:00.000000,134162,3206,3202,113158,0,0,3206,3202,0,3203
VIN15_NF_SM,2024-08-01T00:00:00.000000,150298,3452,3452,118085,0,0,3452,3452,0,3452
VIN15_NF_SM,2024-09-01T00:00:00.000000,118300,7031,7030,95089,0,0,7031,7030,0,7030
VIN15_NF_SM,2024-10-01T00:00:00.000000,145216,4308,4978,118372,1,0,4307,4978,0,4979
VIN15_NF_SM,2024-11-01T00:00:00.000000,104636,3711,3777,77314,1,0,3710,3777,0,3777
VIN15_NF_SM,2024-12-01T00:00:00.000000,75825,4147,4146,58580,0,0,4147,4146,0,4146
VIN15_NF_SM,2025-01-01T00:00:00.000000,126337,3755,3755,111541,0,0,3755,3755,0,3761
VIN15_NF_SM,2025-02-01T00:00:00.000000,140490,2668,2945,107838,0,0,2668,2945,0,2946
VIN15_NF_SM,2025-03-01T00:00:00.000000,193204,4037,4036,151036,0,0,4037,4036,0,4036
VIN15_NF_SM,2025-04-01T00:00:00.000000,157863,3221,3221,122045,0,0,3221,3221,0,3221
VIN15_NF_SM,2025-05-01T00:00:00.000000,183022,3460,3460,152112,0,0,3460,3460,0,3460
VIN15_NF_SM,2025-06-01T00:00:00.000000,145526,3924,3923,121461,0,0,3924,3923,0,3925
VIN15_NF_SM,2025-07-01T00:00:00.000000,99723,4269,4269,85013,0,0,4269,4269,0,4269
VIN15_NF_SM,2025-08-01T00:00:00.000000,110694,3428,3417,96763,0,0,3428,3417,0,3417
VIN15_NF_SM,2025-09-01T00:00:00.000000,108001,4161,4126,85588,0,0,4161,4126,0,4128
VIN15_NF_SM,2025-10-01T00:00:00.000000,102836,5219,5218,90413,0,0,5219,5218,0,5219
VIN15_NF_SM,2025-11-01T00:00:00.000000,180081,4206,4206,157951,0,0,4206,4206,0,4206
VIN15_NF_SM,2025-12-01T00:00:00.000000,168536,5547,5547,145069,0,0,5547,5547,0,8018
VIN15_NF_SM,2026-01-01T00:00:00.000000,161585,10094,10093,122670,1,0,10093,10093,0,11078
VIN15_NF_SM,2026-02-01T00:00:00.000000,98266,4611,4619,66902,0,0,4611,4619,0,4619
VIN16_NF_SM,,2103,264,264,1836,0,0,264,264,0,264
VIN16_NF_SM,2024-01-01T00:00:00.000000,3672,375,369,1374,0,0,375,369,0,369
VIN16_NF_SM,2024-02-01T00:00:00.000000,47394,1279,1279,45724,0,0,1279,1279,0,1279
VIN16_NF_SM,2024-03-01T00:00:00.000000,62,62,62,0,0,0,62,62,0,62
VIN16_NF_SM,2024-04-01T00:00:00.000000,26,15,15,9,0,0,15,15,0,15
VIN16_NF_SM,2024-05-01T00:00:00.000000,148,13,13,135,0,0,13,13,0,13
VIN16_NF_SM,2024-07-01T00:00:00.000000,954,687,687,263,0,0,687,687,0,687
VIN16_NF_SM,2024-08-01T00:00:00.000000,6698,1047,1047,5589,0,0,1047,1047,0,1047
VIN16_NF_SM,2024-09-01T00:00:00.000000,315231,2481,2481,304812,0,0,2481,2481,0,2481
VIN16_NF_SM,2024-10-01T00:00:00.000000,351214,2152,2152,339529,0,0,2152,2152,0,2152
VIN16_NF_SM,2024-11-01T00:00:00.000000,343732,2283,2283,333080,0,0,2283,2283,0,2283
VIN16_NF_SM,2024-12-01T00:00:00.000000,360403,2263,2263,349291,0,0,2263,2263,0,2263
VIN16_NF_SM,2025-01-01T00:00:00.000000,346487,2492,2492,337053,0,0,2492,2492,0,2492
VIN16_NF_SM,2025-02-01T00:00:00.000000,297150,2836,2836,289146,0,0,2836,2836,0,2836
VIN16_NF_SM,2025-03-01T00:00:00.000000,357241,3456,3456,347709,0,0,3456,3456,0,3456
VIN16_NF_SM,2025-04-01T00:00:00.000000,221112,2562,2562,216740,0,0,2562,2562,0,2562
VIN16_NF_SM,2025-05-01T00:00:00.000000,260443,2560,2560,256836,0,0,2560,2560,0,2560
VIN16_NF_SM,2025-06-01T00:00:00.000000,286090,2129,2129,282207,0,0,2129,2129,0,2129
VIN16_NF_SM,2025-07-01T00:00:00.000000,281167,3641,3641,274492,0,0,3641,3641,0,3641
VIN16_NF_SM,2025-08-01T00:00:00.000000,242098,2269,2267,236028,0,0,2269,2267,0,2267
VIN16_NF_SM,2025-09-01T00:00:00.000000,219229,3336,2912,212702,331,0,3005,2912,0,10259
VIN16_NF_SM,2025-10-01T00:00:00.000000,306688,2158,2157,299503,0,0,2158,2157,0,2157
VIN16_NF_SM,2025-11-01T00:00:00.000000,347575,1730,1730,343316,0,0,1730,1730,0,1730
VIN16_NF_SM,2025-12-01T00:00:00.000000,360378,1826,1826,356342,0,0,1826,1826,0,1826
VIN16_NF_SM,2026-01-01T00:00:00.000000,266393,1851,1851,263035,0,0,1851,1851,0,1851
VIN16_NF_SM,2026-02-01T00:00:00.000000,93502,877,877,92481,0,0,877,877,0,877
VIN17_NF_SM,,81,55,55,26,0,0,55,55,0,58
VIN17_NF_SM,2024-07-01T00:00:00.000000,7066,757,944,2362,0,0,757,944,0,944
VIN17_NF_SM,2024-09-01T00:00:00.000000,369,23,23,340,0,0,23,23,0,23
VIN17_NF_SM,2024-10-01T00:00:00.000000,51737,943,943,48878,0,0,943,943,0,943
VIN17_NF_SM,2024-12-01T00:00:00.000000,172747,2386,2386,151643,0,0,2386,2386,0,2386
VIN17_NF_SM,2025-01-01T00:00:00.000000,225217,2583,2583,204489,0,0,2583,2583,0,2583
VIN17_NF_SM,2025-02-01T00:00:00.000000,217015,2902,2902,174427,0,0,2902,2902,0,2902
VIN17_NF_SM,2025-03-01T00:00:00.000000,243070,3505,3517,225909,0,0,3505,3517,0,3517
VIN17_NF_SM,2025-04-01T00:00:00.000000,225835,2762,2761,215003,0,0,2762,2761,0,2762
VIN17_NF_SM,2025-05-01T00:00:00.000000,213346,3068,3068,202920,0,0,3068,3068,0,3497
VIN17_NF_SM,2025-06-01T00:00:00.000000,246878,2961,2980,229435,0,0,2961,2980,0,101198
VIN17_NF_SM,2025-07-01T00:00:00.000000,265587,2521,2521,221514,0,0,2521,2521,0,7259
VIN17_NF_SM,2025-08-01T00:00:00.000000,195702,3352,3352,150623,0,0,3352,3352,0,5197
VIN17_NF_SM,2025-09-01T00:00:00.000000,177335,3696,3694,169102,0,0,3696,3694,0,3825
VIN17_NF_SM,2025-10-01T00:00:00.000000,215635,4786,4786,200983,0,0,4786,4786,0,5418
VIN17_NF_SM,2025-11-01T00:00:00.000000,257157,4643,4643,238181,0,0,4643,4643,0,6747
VIN17_NF_SM,2025-12-01T00:00:00.000000,269365,4471,4505,234953,0,0,4471,4505,0,10591
VIN17_NF_SM,2026-01-01T00:00:00.000000,250295,4262,4262,220041,0,0,4262,4262,0,39241
VIN17_NF_SM,2026-02-01T00:00:00.000000,140229,2592,2623,123942,0,0,2592,2623,0,36614
VIN18_NF_SM,,689773,73985,73985,609533,0,0,73985,73985,0,73985
VIN18_NF_SM,2024-03-01T00:00:00.000000,3959,377,372,2537,0,0,377,372,0,372
VIN18_NF_SM,2024-04-01T00:00:00.000000,41360,3121,3121,36778,0,0,3121,3121,0,3121
VIN18_NF_SM,2024-05-01T00:00:00.000000,58944,4471,4452,50571,0,0,4471,4452,0,4454
VIN18_NF_SM,2024-06-01T00:00:00.000000,141801,3602,3602,132251,0,0,3602,3602,0,3602
VIN18_NF_SM,2024-07-01T00:00:00.000000,203953,2021,2021,200325,0,0,2021,2021,0,2021
VIN18_NF_SM,2024-08-01T00:00:00.000000,214872,2188,2188,209980,0,0,2188,2188,0,2188
VIN18_NF_SM,2024-09-01T00:00:00.000000,107675,1607,1607,104300,0,0,1607,1607,0,2986
VIN18_NF_SM,2024-10-01T00:00:00.000000,222416,1988,1987,218782,0,0,1988,1987,0,1987
VIN18_NF_SM,2024-11-01T00:00:00.000000,125126,1730,1730,121386,0,0,1730,1730,0,1741
VIN18_NF_SM,2024-12-01T00:00:00.000000,159772,2043,2043,156398,0,0,2043,2043,0,2998
VIN18_NF_SM,2025-01-01T00:00:00.000000,149880,1578,1578,147111,0,0,1578,1578,0,1586
VIN18_NF_SM,2025-02-01T00:00:00.000000,200353,1909,1909,193989,0,0,1909,1909,0,1909
VIN18_NF_SM,2025-03-01T00:00:00.000000,298398,25147,25147,270623,0,0,25147,25147,0,25147
VIN18_NF_SM,2025-04-01T00:00:00.000000,375719,38097,38097,335292,0,0,38097,38097,0,38097
VIN18_NF_SM,2025-05-01T00:00:00.000000,281589,26860,26860,252164,0,0,26860,26860,0,26860
VIN18_NF_SM,2025-06-01T00:00:00.000000,209570,21917,21917,185916,0,0,21917,21917,0,21917
VIN18_NF_SM,2025-07-01T00:00:00.000000,237078,23238,23238,212336,0,0,23238,23238,0,23238
VIN18_NF_SM,2025-08-01T00:00:00.000000,127821,11576,11576,114855,0,0,11576,11576,0,11576
VIN18_NF_SM,2025-09-01T00:00:00.000000,19596,19560,19560,30,0,0,19560,19560,0,19560
VIN18_NF_SM,2025-10-01T00:00:00.000000,112860,14432,14406,95221,0,0,14432,14406,0,14411
VIN18_NF_SM,2025-11-01T00:00:00.000000,198016,24752,24752,171549,0,0,24752,24752,0,24752
VIN18_NF_SM,2025-12-01T00:00:00.000000,215673,24452,24452,187973,0,0,24452,24452,0,25772
VIN18_NF_SM,2026-01-01T00:00:00.000000,160481,11374,11374,148474,0,0,11374,11374,0,11374
VIN18_NF_SM,2026-02-01T00:00:00.000000,86572,4395,4395,80648,0,0,4395,4395,0,4395
VIN19_NF_SM,,499,159,159,340,0,0,159,159,0,159
VIN19_NF_SM,2024-05-01T00:00:00.000000,32539,675,671,29521,0,0,675,671,0,672
VIN19_NF_SM,2024-06-01T00:00:00.000000,26335,694,694,24776,0,0,694,694,0,694
VIN19_NF_SM,2024-07-01T00:00:00.000000,13405,2300,2300,9916,0,0,2300,2300,0,2300
VIN19_NF_SM,2024-08-01T00:00:00.000000,114158,1843,1843,111682,0,0,1843,1843,0,1843
VIN19_NF_SM,2024-09-01T00:00:00.000000,101512,2840,2840,98164,0,0,2840,2840,0,2840
VIN19_NF_SM,2024-10-01T00:00:00.000000,125450,4282,4282,120932,0,0,4282,4282,0,4282
VIN19_NF_SM,2024-11-01T00:00:00.000000,220381,4660,4660,214537,0,0,4660,4660,0,4660
VIN19_NF_SM,2024-12-01T00:00:00.000000,219995,5126,5125,214004,1,0,5125,5125,0,5125
VIN19_NF_SM,2025-01-01T00:00:00.000000,202111,4731,4731,196526,0,0,4731,4731,0,4731
VIN19_NF_SM,2025-02-01T00:00:00.000000,211999,3944,3944,207185,0,0,3944,3944,0,3944
VIN19_NF_SM,2025-03-01T00:00:00.000000,266996,4058,4058,261870,0,0,4058,4058,0,4058
VIN19_NF_SM,2025-04-01T00:00:00.000000,213310,3253,3253,209308,0,0,3253,3253,0,3253
VIN19_NF_SM,2025-05-01T00:00:00.000000,234004,4382,4382,228567,0,0,4382,4382,0,4382
VIN19_NF_SM,2025-06-01T00:00:00.000000,218626,4216,4216,213142,0,0,4216,4216,0,4216
VIN19_NF_SM,2025-07-01T00:00:00.000000,228877,4212,4212,224369,0,0,4212,4212,0,6891
VIN19_NF_SM,2025-08-01T00:00:00.000000,160749,4807,4807,155332,0,0,4807,4807,0,4822
VIN19_NF_SM,2025-09-01T00:00:00.000000,151613,3806,3806,146004,0,0,3806,3806,0,5599
VIN19_NF_SM,2025-10-01T00:00:00.000000,204969,3945,3945,199194,0,0,3945,3945,0,7303
VIN19_NF_SM,2025-11-01T00:00:00.000000,203236,4103,4103,198673,0,0,4103,4103,0,4735
VIN19_NF_SM,2025-12-01T00:00:00.000000,175678,3839,3839,171011,0,0,3839,3839,0,5400
VIN19_NF_SM,2026-01-01T00:00:00.000000,178553,4635,4635,173493,0,0,4635,4635,0,4638
VIN19_NF_SM,2026-02-01T00:00:00.000000,97141,2585,2585,94413,0,0,2585,2585,0,2761
VIN1_NF_SM,,4379,194,191,3989,0,0,194,191,0,233
VIN1_NF_SM,2024-02-01T00:00:00.000000,32525,467,464,30436,0,0,467,464,0,464
VIN1_NF_SM,2024-03-01T00:00:00.000000,26454,315,315,24159,0,0,315,315,0,315
VIN1_NF_SM,2024-04-01T00:00:00.000000,2889,2889,2889,0,0,0,2889,2889,0,2889
VIN1_NF_SM,2024-05-01T00:00:00.000000,1769,1715,1715,54,0,0,1715,1715,0,1715
VIN1_NF_SM,2024-06-01T00:00:00.000000,1971,1890,1890,81,0,0,1890,1890,0,1890
VIN1_NF_SM,2024-07-01T00:00:00.000000,6102,668,668,5377,0,0,668,668,0,668
VIN1_NF_SM,2024-08-01T00:00:00.000000,200828,2930,2930,193068,0,0,2930,2930,0,2930
VIN1_NF_SM,2024-09-01T00:00:00.000000,153582,2205,2202,148169,0,0,2205,2202,0,2202
VIN1_NF_SM,2024-10-01T00:00:00.000000,242138,2527,2525,233763,0,0,2527,2525,0,2525
VIN1_NF_SM,2024-11-01T00:00:00.000000,229386,1908,1907,225049,0,0,1908,1907,0,1907
VIN1_NF_SM,2024-12-01T00:00:00.000000,285248,2245,2245,276756,0,0,2245,2245,0,2245
VIN1_NF_SM,2025-01-01T00:00:00.000000,238235,2406,2406,231201,0,0,2406,2406,0,2406
VIN1_NF_SM,2025-02-01T00:00:00.000000,182151,4078,4010,176574,68,0,4010,4010,0,4010
VIN1_NF_SM,2025-03-01T00:00:00.000000,291950,5365,5365,281444,0,0,5365,5365,0,5365
VIN1_NF_SM,2025-04-01T00:00:00.000000,273054,5456,5456,265936,0,0,5456,5456,0,5456
VIN1_NF_SM,2025-05-01T00:00:00.000000,251885,5935,5931,243806,0,0,5935,5931,0,5931
VIN1_NF_SM,2025-06-01T00:00:00.000000,319456,7515,7507,309773,5,0,7510,7507,0,132847
VIN1_NF_SM,2025-07-01T00:00:00.000000,236893,6373,6373,226738,0,0,6373,6373,0,6373
VIN1_NF_SM,2025-08-01T00:00:00.000000,260409,7841,7841,252070,0,0,7841,7841,0,77460
VIN1_NF_SM,2025-09-01T00:00:00.000000,213971,7045,7152,206265,0,0,7045,7152,0,95776
VIN1_NF_SM,2025-10-01T00:00:00.000000,204132,7144,7144,196421,0,0,7144,7144,0,98050
VIN1_NF_SM,2025-11-01T00:00:00.000000,293754,8712,8706,279879,0,0,8712,8706,0,121215
VIN1_NF_SM,2025-12-01T00:00:00.000000,239264,4058,4058,233558,0,0,4058,4058,0,138970
VIN1_NF_SM,2026-01-01T00:00:00.000000,174169,4222,4222,164958,0,0,4222,4222,0,96813
VIN1_NF_SM,2026-02-01T00:00:00.000000,137973,1928,1928,134898,0,0,1928,1928,0,94675
VIN20_NF_SM,,2070,1697,2052,891,563,882,1134,1170,0,2053
VIN20_NF_SM,2024-01-01T00:00:00.000000,255563,199192,253967,246208,191210,245364,7982,8603,6,244421
VIN20_NF_SM,2024-02-01T00:00:00.000000,234988,179270,233525,225708,171362,224948,7908,8577,1,230097
VIN20_NF_SM,2024-03-01T00:00:00.000000,248241,193738,248144,238379,184758,238322,8980,9822,0,247832
VIN20_NF_SM,2024-04-01T00:00:00.000000,252919,193125,252845,244884,185574,244838,7551,8007,0,252488
VIN20_NF_SM,2024-05-01T00:00:00.000000,276504,172018,276415,247918,145779,247866,26239,28549,0,276131
VIN20_NF_SM,2024-06-01T00:00:00.000000,271823,131914,271747,251343,113333,251296,18581,20451,0,271436
VIN20_NF_SM,2024-07-01T00:00:00.000000,234512,141942,234277,218571,127411,218457,14531,15820,0,234394
VIN20_NF_SM,2024-08-01T00:00:00.000000,207296,164871,207083,191309,150080,191123,14791,15960,0,207267
VIN20_NF_SM,2024-09-01T00:00:00.000000,161916,130379,161413,154413,123196,153984,7183,7429,0,161570
VIN20_NF_SM,2024-10-01T00:00:00.000000,211175,167569,210696,200402,157363,199969,10206,10727,0,210597
VIN20_NF_SM,2024-11-01T00:00:00.000000,226400,180980,225972,219839,174772,219487,6208,6485,0,225942
VIN20_NF_SM,2024-12-01T00:00:00.000000,257386,201093,256994,246280,190430,245949,10663,11045,0,256948
VIN20_NF_SM,2025-01-01T00:00:00.000000,253180,198046,252823,240315,185923,240010,12123,12813,0,252779
VIN20_NF_SM,2025-02-01T00:00:00.000000,226474,180816,226094,211547,167409,211287,13407,14807,0,226133
VIN20_NF_SM,2025-03-01T00:00:00.000000,186046,146901,185542,164016,126213,163614,20688,21928,0,185540
VIN20_NF_SM,2025-04-01T00:00:00.000000,230106,179433,229646,199635,150800,199327,28633,30319,0,229687
VIN20_NF_SM,2025-05-01T00:00:00.000000,248574,195602,248110,223466,172016,223120,23586,24990,0,248118
VIN20_NF_SM,2025-06-01T00:00:00.000000,106012,80921,105847,100253,75331,100121,5590,5726,0,105830
VIN20_NF_SM,2025-07-01T00:00:00.000000,3021,2905,3017,307,197,307,2708,2710,0,3015
VIN20_NF_SM,2025-08-01T00:00:00.000000,132253,95979,132083,117857,82355,117711,13624,14372,0,132064
VIN20_NF_SM,2025-09-01T00:00:00.000000,147650,110028,147462,135522,98278,135366,11750,12096,0,147442
VIN2_NF_SM,,4240,822,822,3400,0,0,822,822,0,822
VIN2_NF_SM,2024-01-01T00:00:00.000000,2930,284,278,1624,0,0,284,278,0,278
VIN2_NF_SM,2024-02-01T00:00:00.000000,34158,968,968,33089,0,0,968,968,0,968
VIN2_NF_SM,2024-03-01T00:00:00.000000,9604,1273,1273,7082,0,0,1273,1273,0,1273
VIN2_NF_SM,2024-04-01T00:00:00.000000,16033,1308,1308,13564,0,0,1308,1308,0,1308
VIN2_NF_SM,2024-05-01T00:00:00.000000,202325,2512,2512,193208,0,0,2512,2512,0,2512
VIN2_NF_SM,2024-06-01T00:00:00.000000,151884,2501,2501,148615,0,0,2501,2501,0,2501
VIN2_NF_SM,2024-07-01T00:00:00.000000,174105,2511,2511,170259,0,0,2511,2511,0,2511
VIN2_NF_SM,2024-08-01T00:00:00.000000,154870,2556,2556,151859,0,0,2556,2556,0,2556
VIN2_NF_SM,2024-09-01T00:00:00.000000,172528,13212,13212,157896,0,0,13212,13212,0,13212
VIN2_NF_SM,2024-10-01T00:00:00.000000,143517,2675,2675,140011,0,0,2675,2675,0,2675
VIN2_NF_SM,2024-11-01T00:00:00.000000,186705,2368,12794,171425,0,0,2368,12794,0,12794
VIN2_NF_SM,2024-12-01T00:00:00.000000,170681,2651,2651,166455,0,0,2651,2651,0,2651
VIN2_NF_SM,2025-01-01T00:00:00.000000,138385,2240,2240,135029,0,0,2240,2240,0,2240
VIN2_NF_SM,2025-02-01T00:00:00.000000,158792,2177,2177,155176,0,0,2177,2177,0,2177
VIN2_NF_SM,2025-03-01T00:00:00.000000,148214,3018,3018,141740,0,0,3018,3018,0,3018
VIN2_NF_SM,2025-04-01T00:00:00.000000,105295,2978,2978,100808,0,0,2978,2978,0,2978
VIN2_NF_SM,2025-05-01T00:00:00.000000,153395,3813,3798,147002,0,0,3813,3798,0,3798
VIN2_NF_SM,2025-06-01T00:00:00.000000,135986,2832,2822,132717,0,0,2832,2822,0,2826
VIN2_NF_SM,2025-07-01T00:00:00.000000,119891,2840,2835,115760,0,0,2840,2835,0,2835
VIN2_NF_SM,2025-08-01T00:00:00.000000,168985,2471,2471,164668,0,0,2471,2471,0,2471
VIN2_NF_SM,2025-09-01T00:00:00.000000,134763,2526,2526,128111,0,0,2526,2526,0,2526
VIN2_NF_SM,2025-10-01T00:00:00.000000,113274,2641,2640,109955,0,0,2641,2640,0,2641
VIN2_NF_SM,2025-11-01T00:00:00.000000,158410,2465,2465,153355,0,0,2465,2465,0,2465
VIN2_NF_SM,2025-12-01T00:00:00.000000,172930,2353,2350,167019,0,0,2353,2350,0,2350
VIN2_NF_SM,2026-01-01T00:00:00.000000,139080,2744,2744,134539,0,0,2744,2744,0,2744
VIN2_NF_SM,2026-02-01T00:00:00.000000,73239,1494,1494,71283,0,0,1494,1494,0,1494
VIN3_NF_SM,,523,234,234,273,0,0,234,234,0,234
VIN3_NF_SM,2024-03-01T00:00:00.000000,13200,1156,1148,5796,0,0,1156,1148,0,1148
VIN3_NF_SM,2024-04-01T00:00:00.000000,44209,2485,2485,35527,0,0,2485,2485,0,2485
VIN3_NF_SM,2024-05-01T00:00:00.000000,12359,3182,3182,8854,0,0,3182,3182,0,3182
VIN3_NF_SM,2024-06-01T00:00:00.000000,167242,2678,2678,156262,0,0,2678,2678,0,2678
VIN3_NF_SM,2024-07-01T00:00:00.000000,136843,2672,2672,130064,0,0,2672,2672,0,2672
VIN3_NF_SM,2024-08-01T00:00:00.000000,112274,2743,2743,107717,0,0,2743,2743,0,2743
VIN3_NF_SM,2024-09-01T00:00:00.000000,105649,3033,3033,99336,0,0,3033,3033,0,3033
VIN3_NF_SM,2024-10-01T00:00:00.000000,170901,2828,2828,159814,0,0,2828,2828,0,2828
VIN3_NF_SM,2024-11-01T00:00:00.000000,149971,3125,3125,129367,0,0,3125,3125,0,3125
VIN3_NF_SM,2024-12-01T00:00:00.000000,154533,2694,2694,144362,0,0,2694,2694,0,2694
VIN3_NF_SM,2025-01-01T00:00:00.000000,191364,6629,6629,177212,0,0,6629,6629,0,6629
VIN3_NF_SM,2025-02-01T00:00:00.000000,153759,2379,2379,145898,0,0,2379,2379,0,2379
VIN3_NF_SM,2025-03-01T00:00:00.000000,203119,2970,2970,190034,0,0,2970,2970,0,2970
VIN3_NF_SM,2025-04-01T00:00:00.000000,158813,2496,2496,150545,0,0,2496,2496,0,2496
VIN3_NF_SM,2025-05-01T00:00:00.000000,163770,2597,2597,153009,0,0,2597,2597,0,2597
VIN3_NF_SM,2025-06-01T00:00:00.000000,141186,2838,2837,135004,0,0,2838,2837,0,2837
VIN3_NF_SM,2025-07-01T00:00:00.000000,167144,2863,2863,160099,0,0,2863,2863,0,2863
VIN3_NF_SM,2025-08-01T00:00:00.000000,154556,2652,2648,148217,0,0,2652,2648,0,2648
VIN3_NF_SM,2025-09-01T00:00:00.000000,126270,4176,4168,117859,0,0,4176,4168,0,4168
VIN3_NF_SM,2025-10-01T00:00:00.000000,163004,2968,2968,156205,0,0,2968,2968,0,2968
VIN3_NF_SM,2025-11-01T00:00:00.000000,174729,2393,2392,156524,0,0,2393,2392,0,2392
VIN3_NF_SM,2025-12-01T00:00:00.000000,169070,2581,2580,160737,0,0,2581,2580,0,2580
VIN3_NF_SM,2026-01-01T00:00:00.000000,134224,2637,2637,129540,0,0,2637,2637,0,2637
VIN3_NF_SM,2026-02-01T00:00:00.000000,103949,1879,1879,100289,0,0,1879,1879,0,1879
VIN4_NF_SM,,5704,573,571,911,0,0,573,571,0,571
VIN4_NF_SM,2024-03-01T00:00:00.000000,2672,271,266,1416,0,0,271,266,0,266
VIN4_NF_SM,2024-04-01T00:00:00.000000,587,102,102,485,0,0,102,102,0,102
VIN4_NF_SM,2024-05-01T00:00:00.000000,462,110,110,352,0,0,110,110,0,110
VIN4_NF_SM,2024-06-01T00:00:00.000000,176348,2690,2690,158889,0,0,2690,2690,0,2690
VIN4_NF_SM,2024-07-01T00:00:00.000000,215967,5495,5495,192161,0,0,5495,5495,0,5495
VIN4_NF_SM,2024-08-01T00:00:00.000000,49633,1141,1141,46082,0,0,1141,1141,0,1401
VIN4_NF_SM,2024-09-01T00:00:00.000000,198499,6465,8725,165714,0,0,6465,8725,0,10984
VIN4_NF_SM,2024-10-01T00:00:00.000000,241882,5222,5222,213570,0,0,5222,5222,0,5281
VIN4_NF_SM,2024-11-01T00:00:00.000000,217635,2744,3047,196441,0,0,2744,3047,0,3400
VIN4_NF_SM,2024-12-01T00:00:00.000000,203767,3035,3035,192458,0,0,3035,3035,0,3035
VIN4_NF_SM,2025-01-01T00:00:00.000000,198264,2585,2607,190247,0,0,2585,2607,0,2607
VIN4_NF_SM,2025-02-01T00:00:00.000000,227033,2621,2814,208743,0,0,2621,2814,0,5663
VIN4_NF_SM,2025-03-01T00:00:00.000000,276677,3210,3210,269977,0,0,3210,3210,0,3214
VIN4_NF_SM,2025-04-01T00:00:00.000000,141726,3224,3222,136241,0,0,3224,3222,0,3222
VIN4_NF_SM,2025-05-01T00:00:00.000000,149064,3906,3890,141860,0,0,3906,3890,0,4007
VIN4_NF_SM,2025-06-01T00:00:00.000000,124813,2322,2319,117498,0,0,2322,2319,0,56303
VIN4_NF_SM,2025-07-01T00:00:00.000000,184920,7926,7924,168257,0,0,7926,7924,0,180085
VIN4_NF_SM,2025-08-01T00:00:00.000000,191725,6260,6260,149893,0,0,6260,6260,0,167049
VIN4_NF_SM,2025-09-01T00:00:00.000000,173190,6218,6218,142884,0,0,6218,6218,0,169794
VIN4_NF_SM,2025-10-01T00:00:00.000000,154417,7875,7886,140739,0,0,7875,7886,0,153158
VIN4_NF_SM,2025-11-01T00:00:00.000000,177241,3302,3302,164389,0,0,3302,3302,0,173767
VIN4_NF_SM,2025-12-01T00:00:00.000000,206067,4263,4261,191330,0,0,4263,4261,0,202834
VIN4_NF_SM,2026-01-01T00:00:00.000000,199076,5176,5176,181639,0,0,5176,5176,0,192515
VIN4_NF_SM,2026-02-01T00:00:00.000000,53848,1458,1458,48811,0,0,1458,1458,0,51214
VIN5_NF_SM,,1075,194,194,877,0,0,194,194,0,1041
VIN5_NF_SM,2024-04-01T00:00:00.000000,3944,455,450,2400,0,0,455,450,0,450
VIN5_NF_SM,2024-05-01T00:00:00.000000,114026,2149,2149,109307,0,0,2149,2149,0,2149
VIN5_NF_SM,2024-06-01T00:00:00.000000,316483,2419,2418,304287,1,0,2418,2418,0,2419
VIN5_NF_SM,2024-07-01T00:00:00.000000,293976,2354,2354,288985,0,0,2354,2354,0,2354
VIN5_NF_SM,2024-08-01T00:00:00.000000,272284,5918,5918,255694,0,0,5918,5918,0,17133
VIN5_NF_SM,2024-09-01T00:00:00.000000,211217,6532,6532,194975,0,0,6532,6532,0,6545
VIN5_NF_SM,2024-10-01T00:00:00.000000,220230,7666,7666,197674,0,0,7666,7666,0,7861
VIN5_NF_SM,2024-11-01T00:00:00.000000,90311,4452,5552,78564,2,0,4450,5552,0,83526
VIN5_NF_SM,2024-12-01T00:00:00.000000,27018,7055,5405,1764,0,0,7055,5405,0,8277
