vin_label,engine_hours_per_day,km_per_day,trips_per_day,mean_trip_duration_min,mean_trip_km,short_trip_share,idle_share,stop_density,overnight_off_share,soak_before_crank_median,soak_before_crank_p90,overnight_start_share,hot_restart_share,starts_per_active_day,starts_per_100km,crank_success_ratio,crank_dur_p95,cranks_per_trip,weekly_crank_rate,pre_crank_vsi_median,hard_start_goodv_rate,lowv_crank_share,dip_resid_last90_median,dropout_hours_per_week,heartbeat_coverage_share,vsi_valid_share,monsoon_start_share,dip_depth_last90_level,lowv_consecutive_events_max,consecutive_high_crank_days_max90,weekly_engine_hours_trend,rest_vsi_trend_12w,voltage_stress_index
VIN3_F_SM,5.518918010752688,73.754079808313,27.943548387096776,11.471515151515153,2.6107086428156885,0.7236652236652237,0.47259365695950517,5.063229483143878,0.0,0.01625,0.4540277777777777,0.0,0.623574144486692,1.0564516129032258,1.4323975238372517,0.9923664122137404,5.0,0.03780663780663781,7.108108108108108,27.287132263183594,0.0,0.3924050632911392,0.3474445111431752,0.0,0.0,0.8854961832061069,0.6450381679389313,6.840551159049891,4.0,1.0,-1.5690162037037036,-0.13642846970331102,3.442350482989525
VIN3_NF_SM,5.88910052910053,178.71422904637845,14.405483405483405,24.617005576146113,12.339587257472516,0.5563457878393269,0.1477579013741236,2.446126252099083,0.0,0.0125,0.2583888888888891,0.0,0.757201646090535,0.3492063492063492,0.19539929812512358,0.9752066115702479,5.0,0.024241210057097066,2.405940594059406,25.621176719665527,0.0,0.5357142857142857,-1.1807978840372488,2.118462596259626,0.0,0.7768595041322314,0.34297520661157027,3.941652536392212,8.0,2.0,-0.9832847222222224,0.0,-0.6054390614760402
VIN4_F_SM,9.730621780721119,302.36944215677875,30.29139072847682,19.287982801340913,9.917012080002241,0.5846086576300831,0.17680335210866072,3.1129964159630488,0.0,0.02388888888888889,0.2787222222222221,0.0,0.6951219512195121,1.6158940397350994,0.5344104973733613,0.9713114754098361,5.0,0.05334499344118933,11.181818181818182,26.789093017578125,0.007352941176470588,0.3897058823529412,-0.11060592388036028,0.5838510101010101,0.0,0.9221311475409836,0.430327868852459,4.425254450124853,8.0,2.0,0.8711111111111114,0.0,-0.9497848777030041
VIN4_NF_SM,7.5510463907785335,217.26533248055256,30.6921768707483,14.957220960085703,6.9674262200932695,0.6966808887903807,0.12075058550536771,4.064625653502819,0.0,0.009722222222222222,0.18411111111111114,0.0,0.6424528301886793,1.7431972789115646,0.8023356782277258,0.9151219512195122,10.0,0.05679614340333573,11.777777777777779,26.65799903869629,0.006211180124223602,0.4906832298136646,0.030338408587111232,20.090956790123457,0.0,0.7804878048780488,0.38439024390243903,5.474414606272064,11.0,7.0,-2.44373263888889,0.03178571519397554,0.04398862478908122
VIN5_F_SM,7.717319888381533,237.11149401539376,19.59360730593607,22.785718169812785,11.892537424956057,0.550221393614542,0.20381487870079476,2.538913455620047,0.0,0.009444444444444445,0.15744444444444447,0.0,0.7195121951219512,0.3607305936073059,0.15213543109971991,0.759493670886076,30.0,0.018410626893498018,2.484848484848485,25.14285659790039,0.0,0.5,0.03293678921218479,2.251245791245791,0.0,0.8734177215189873,0.4936708860759494,4.198364691300825,11.0,1.0,-0.7194097222222222,-0.07999992370605469,0.7115671975748632
VIN5_NF_SM,8.698575830653805,165.7039709605637,28.35048231511254,18.308162262296324,5.790874048804922,0.5898831802200295,0.260811626498221,3.2592096530566947,0.0,0.005833333333333334,0.1585833333333334,0.0,0.4923469387755102,1.2234726688102895,0.7383484304678894,0.8620236530880421,10.0,0.04315526823182488,8.166666666666666,27.988235473632812,0.0,0.16071428571428573,0.8485288481946931,6.756851851851851,0.0,0.8672798948751642,0.4651773981603154,5.636871285872026,14.0,1.0,-3.3717013888888903,-0.04999971389770508,-0.2795952164306741
VIN6_F_SM,7.152222923681256,234.6191893280613,21.828282828282827,19.520898889403053,10.677500245884797,0.6304951411383619,0.16675393766447905,3.051957840409117,0.0,0.008888888888888889,0.20077777777777786,0.0,0.6804123711340206,0.4823232323232323,0.2055770603012414,0.9476439790575916,5.0,0.02209625173530773,3.3448275862068964,27.71147060394287,0.02564102564102564,0.20512820512820512,3.758208210338701,2.5463170498084287,0.0,0.743455497382199,0.34554973821989526,8.51857129121438,8.0,3.0,0.38160317460317467,0.19819426536560059,-1.3672983882857084
VIN6_NF_SM,7.393975636766336,189.43035353045457,31.988372093023255,13.77368922123557,5.821727422911247,0.7102352391338215,0.1848867065263191,4.326275019620294,0.0,0.011111111111111112,0.10516666666666664,0.0,0.6742209631728046,1.1378737541528239,0.6006818511109883,0.8467153284671532,15.0,0.035571480500597184,7.591397849462366,26.0,0.0,0.5230769230769231,0.4370444644535887,9.745194145758662,0.0,0.8437956204379562,0.40875912408759124,5.662709397536058,23.0,1.0,2.4416319444444445,-0.009090943769975142,1.0414872856077806
VIN7_F_SM,5.366011356660528,130.67694374567705,25.528545119705342,12.975769489732121,5.071947189905092,0.7053094791516376,0.14193974743645515,4.757452681872951,0.0,0.018333333333333333,0.3001111111111112,0.0,0.7381258023106547,1.4217311233885819,1.0879739628404146,0.9352331606217616,10.0,0.055691819362285386,9.860759493670885,24.799999237060547,0.00641025641025641,0.6730769230769231,-0.05855938191822929,1.0424683544303799,0.0,0.8497409326424871,0.3898963730569948,4.353998648814666,15.0,2.0,3.4214814814814813,0.0,0.5097206396694708
VIN7_NF_SM,7.035921466792571,236.57453619305707,23.525495750708217,17.86779858309752,9.916177095915804,0.6723463182611837,0.12736732865844583,3.343626824395563,0.0,0.014722222222222222,0.10527777777777778,0.0,0.7962328767123288,0.8271954674220963,0.34965532670306576,0.9965753424657534,5.0,0.03516165934132097,5.615384615384615,25.188236236572266,0.0,0.6111111111111112,0.11541737637052307,4.24869123931624,0.0,0.7517123287671232,0.3955479452054795,4.257765981886122,13.0,1.0,1.4318650793650791,0.0,0.08856251666804223
VIN8_F_SM,8.886767215112735,235.23582873718917,31.43144424131627,17.07843017507125,7.450057248351611,0.7066829523643343,0.1652841954621024,3.5368816894251838,0.0,0.03277777777777778,0.4572222222222222,0.0,0.6946879834966477,3.526508226691042,1.4991373744477239,0.9258098223615465,5.0,0.1121968242889548,23.646341463414632,26.019999504089355,0.0,0.5358851674641149,0.7541622813323254,15.733072493224935,0.0,0.4769310523587351,0.4178330741316744,5.523973640130491,13.0,4.0,-1.7575617283950626,0.0,0.8389503516370217
VIN8_NF_SM,5.852768545279384,185.31555405185583,23.066473988439306,15.117683665371926,7.901433345568706,0.7101240446059391,0.11169317036680088,3.941121848572643,0.0,0.013055555555555556,0.24888888888888888,0.0,0.7873134328358209,0.7384393063583815,0.3984767010715939,0.8610567514677103,10.0,0.03201353213882972,5.203883495145631,25.0,0.0,0.7647058823529411,0.5640323777909888,7.27465210355987,0.0,0.837573385518591,0.3835616438356164,5.007969751590636,30.0,2.0,-1.4203665123456792,0.0,1.599259660400958
VIN9_F_SM,9.965386449323576,273.23539200229874,34.33532934131737,17.248265705538113,7.909820566410491,0.7056156260899895,0.19931220123146368,3.4454588907234958,0.0,0.01,0.17916666666666667,0.0,0.5245664739884393,1.3652694610778444,0.4996678691852475,0.9237668161434978,5.0,0.03976281827694454,9.35135135135135,27.899999618530273,0.0,0.20930232558139536,0.4563731176893242,8.80399024024024,0.0,0.30994152046783624,0.22807017543859648,5.222378912426176,3.0,4.0,0.13675925925926197,0.06666665607028538,-2.2556305756199206
VIN9_NF_SM,6.74602951388889,204.86655153103334,14.4,28.237693504050924,14.208589538317788,0.5083550347222222,0.20518235649416208,2.134588941591929,0.0,0.006111111111111111,0.06277777777777778,0.0,0.7131782945736435,0.2,0.09762452606603467,0.9609375,5.0,0.013888888888888888,1.29,27.140714645385742,0.0,0.3,,18.87688888888889,0.0,0.7109375,0.359375,3.177028465270996,5.0,1.0,-4.155666666666667,0.02714266095842634,-3.0036591863408515
